absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,fresh_snow_12h:cm,fresh_snow_24h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,pv_measurement
8.399999618530273,1.2325000762939453,2416.449951171875,159372.90656987322,0.0,1737.800048828125,1.0,281.45001220703125,0.0,39080.252473965986,0.0,70472.23295320978,100.0,0.0,0.0,0.0,1.0,1000.6500244140625,0.0,987.9500122070312,993.9500122070312,0.0,0.07500000298023224,92.64999389648438,999.9749755859375,347.82373046875,-39.06500244140625,0.0,284.6750183105469,100.0,20688850.0,0.699999988079071,-0.32500001788139343,0.625,-0.0
8.350000381469727,1.2319999933242798,4035.25,0.0,0.0,2064.800048828125,1.0,281.2250061035156,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,999.5999755859375,0.0,986.9000244140625,992.9000244140625,0.0,0.10000000149011612,92.92500305175781,998.9500122070312,96.7490005493164,-39.38199996948242,0.0,284.32501220703125,100.0,5621425.0,0.7749999761581421,0.42500001192092896,0.5249999761581421,-0.0
8.100000381469727,1.2289999723434448,1880.875,0.0,0.0,1673.5999755859375,1.0,280.8999938964844,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,997.0,1.0,984.2999877929688,990.2999877929688,0.0,0.20000000298023224,89.19999694824219,996.3250122070312,24.241750717163086,-38.040000915527344,0.20000000298023224,283.875,100.0,3271625.0,1.5,1.0499999523162842,0.949999988079071,-0.0
8.199999809265137,1.2282500267028809,1622.5999755859375,0.0,0.0,1547.574951171875,1.0,281.04998779296875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.3499755859375,1.0,983.6500244140625,989.6500244140625,0.0,0.22500000894069672,90.17500305175781,995.75,41.83074951171875,-34.38975143432617,0.25,284.3500061035156,100.0,3244600.0,1.5750000476837158,1.0,1.2000000476837158,-0.0
8.375,1.2267500162124634,1322.2249755859375,0.0,0.0,1053.824951171875,1.0,281.3499755859375,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.1749877929688,1.0,983.4749755859375,989.4749755859375,0.0,0.30000001192092896,92.32499694824219,995.4749755859375,57.993499755859375,-29.26824951171875,0.25,284.5249938964844,100.0,2529600.0,2.1999998092651367,1.850000023841858,1.1500000953674316,-0.0
8.550000190734863,1.2232500314712524,1038.824951171875,0.0,0.0,703.2000122070312,0.75,281.67498779296875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.3499755859375,1.0,983.6500244140625,989.6500244140625,0.0,0.30000001192092896,90.7750015258789,995.6500244140625,72.85275268554688,-23.18025016784668,0.3500000238418579,284.6499938964844,100.0,2222325.0,4.550000190734863,4.275000095367432,1.625,-0.0
8.725000381469727,1.2209999561309814,855.3250122070312,0.0,0.0,661.6749877929688,0.0,282.07501220703125,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,997.0499877929688,1.0,984.3499755859375,990.3499755859375,0.0,0.30000001192092896,88.5250015258789,996.3499755859375,86.76750183105469,-16.590749740600586,0.22500000894069672,284.45001220703125,100.0,2162175.0,6.900000095367432,6.724999904632568,0.949999988079071,-0.0
8.5,1.225250005722046,850.1749877929688,0.0,0.0,447.6000061035156,0.0,281.6000061035156,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,998.4249877929688,1.0,985.7000122070312,991.6749877929688,0.0,0.22500000894069672,91.5999984741211,997.7000122070312,100.15625,-9.906999588012695,0.22500000894069672,283.0249938964844,100.0,3706775.0,5.599999904632568,5.300000190734863,-1.899999976158142,-0.0
8.050000190734863,1.2304999828338623,1108.75,0.0,0.0,399.1000061035156,0.0,280.75,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1000.0750122070312,0.25,987.25,993.2750244140625,0.0,0.05000000074505806,91.9749984741211,999.2999877929688,113.41075134277344,-3.495000123977661,0.32500001788139343,281.95001220703125,100.0,9512300.0,4.699999809265137,4.350000381469727,-1.8499999046325684,-0.0
7.800000190734863,1.2332500219345093,1033.050048828125,0.0,17.774999618530273,326.57501220703125,0.0,280.32501220703125,5.75,0.0,0.550000011920929,0.0,97.1500015258789,0.0,0.0,1.0,0.5,1001.5999755859375,0.0,988.7000122070312,994.7000122070312,0.0,0.0,91.5,1000.7999877929688,126.8550033569336,2.2975001335144043,0.32500001788139343,281.54998779296875,97.1500015258789,18038676.0,4.800000190734863,4.375,-1.9249999523162842,4.727003105018749
