absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,fresh_snow_12h:cm,fresh_snow_24h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_drift:idx,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,pv_measurement
8.274999618530273,1.2307499647140503,2419.75,0.0,0.0,1531.0,1.0,281.1500244140625,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1000.5750122070312,0.0,0.0,985.5499877929688,991.5499877929688,0.0,0.05000000074505806,93.44999694824219,997.5750122070312,0.0,347.812255859375,-39.102500915527344,0.0,285.1000061035156,100.0,23993124.0,1.2000000476837158,-0.15000000596046448,1.1750000715255737,-0.0
8.050000190734863,1.2309999465942383,4079.25,0.0,0.0,1690.4000244140625,1.0,280.79998779296875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,999.4749755859375,0.0,0.0,984.4749755859375,990.4749755859375,0.0,0.10000000149011612,93.0250015258789,996.5,0.0,96.74800109863281,-39.42074966430664,0.0,284.70001220703125,100.0,6108050.0,1.2000000476837158,0.5249999761581421,1.024999976158142,-0.0
8.100000381469727,1.2274999618530273,2020.0,0.0,0.0,1771.75,1.0,280.8499755859375,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.9500122070312,0.10999999940395355,1.0,981.9249877929688,987.9000244140625,0.0,0.20000000298023224,89.30000305175781,993.9249877929688,0.0,24.249500274658203,-38.07600021362305,0.22500000894069672,284.2250061035156,100.0,3353675.0,2.049999952316284,1.2999999523162842,1.5750000476837158,0.0
8.225000381469727,1.2257499694824219,1622.800048828125,0.0,0.0,1551.699951171875,1.0,281.04998779296875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.375,0.09750000387430191,1.0,981.3499755859375,987.3250122070312,0.0,0.22500000894069672,90.2750015258789,993.3499755859375,0.0,41.84449768066406,-34.41999816894531,0.25,284.75,100.0,3417075.0,1.899999976158142,0.949999988079071,1.600000023841858,0.0
8.449999809265137,1.2235000133514404,1349.3499755859375,0.0,0.0,1043.425048828125,1.0,281.45001220703125,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.2249755859375,0.17999999225139618,1.0,981.125,987.074951171875,0.0,0.30000001192092896,92.5250015258789,993.074951171875,0.0,58.007999420166016,-29.290250778198242,0.22500000894069672,284.7749938964844,100.0,2626700.0,2.299999952316284,1.649999976158142,1.5499999523162842,0.0
8.75,1.2207499742507935,1087.4000244140625,0.0,0.0,723.0,0.75,281.9750061035156,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,996.4500122070312,0.2175000011920929,1.0,981.375,987.3499755859375,0.0,0.30000001192092896,91.25,993.3250122070312,0.0,72.86524963378906,-23.193248748779297,0.375,284.75,100.0,2266525.0,4.0,3.5749998092651367,1.75,0.0
8.899999618530273,1.21875,795.6500244140625,0.0,0.0,607.6749877929688,0.0,282.375,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,997.1500244140625,0.2724999785423279,1.0,982.050048828125,988.0,0.0,0.30000001192092896,88.94999694824219,994.0,0.0,86.77574920654297,-16.594499588012695,0.2750000059604645,284.54998779296875,100.0,2133425.0,6.199999809265137,6.024999618530273,1.024999976158142,0.0
8.649999618530273,1.2230000495910645,687.7999877929688,0.0,0.0,315.1000061035156,0.0,281.8500061035156,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,998.5,0.20750001072883606,1.0,983.3499755859375,989.2999877929688,0.0,0.22500000894069672,92.375,995.324951171875,0.0,100.15950012207031,-9.90149974822998,0.20000000298023224,283.1499938964844,100.0,3207550.0,5.5,5.275000095367432,-1.600000023841858,0.0
8.149999618530273,1.2289999723434448,1014.5,0.0,0.0,397.4000244140625,0.0,280.95001220703125,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1000.1749877929688,0.04500000178813934,0.25,984.9500122070312,990.9500122070312,0.0,0.07500000298023224,93.7750015258789,997.0,0.0,113.40950012207031,-3.4809999465942383,0.3499999940395355,281.8999938964844,100.0,6922625.0,4.400000095367432,3.9000000953674316,-1.9499999284744263,0.0
7.925000190734863,1.2312500476837158,986.0999755859375,19142.0,18.0,310.70001220703125,0.0,280.54998779296875,4.849999904632568,8685.4501953125,0.0,0.0,99.7249984741211,0.0,0.0,1.0,1.0,1001.7000122070312,0.0,0.0,986.4000244140625,992.4000244140625,0.0,0.0,93.55000305175781,998.4249877929688,0.0,126.85049438476562,2.319499969482422,0.42500001192092896,281.5,99.7249984741211,13520625.0,4.525000095367432,4.0,-2.0999999046325684,0.0
7.550000190734863,1.2344999313354492,864.675048828125,158392.96875,73.32499694824219,350.6000061035156,0.0,279.8500061035156,21.649999618530273,47669.7734375,10.899999618530273,19655.94921875,98.9000015258789,0.0,0.0,1.0,0.25,1003.4500122070312,0.0,0.0,988.125,994.1500244140625,0.0,0.0,91.4000015258789,1000.2000122070312,0.0,140.7080078125,7.162500381469727,0.20000000298023224,281.0,98.9000015258789,23446976.0,4.825000286102295,4.0,-2.674999952316284,0.9800000000000001
